"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 12:07:36 GMT 2021","Tue Aug 24 12:07:59 GMT 2021","23280","","RegisterPageTest","","RegisterPageTest","AcceptCookiesTest","T&C-03: Cookie-k elfogadása",""
"passed","Tue Aug 24 12:05:47 GMT 2021","Tue Aug 24 12:05:51 GMT 2021","3350","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
"passed","Tue Aug 24 12:07:25 GMT 2021","Tue Aug 24 12:07:30 GMT 2021","4984","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsAndPrivacyPolicyTest","REG-05: Regisztráció ÁSZF és adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 12:05:51 GMT 2021","Tue Aug 24 12:05:54 GMT 2021","3525","","LoginPageTest","","LoginPageTest","LoginWithoutUsernameTest","LOGIN-05: Bejelentkezés felhasználónév megadása nélkül",""
"passed","Tue Aug 24 12:07:30 GMT 2021","Tue Aug 24 12:07:36 GMT 2021","5261","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingPrivacyPolicyTest","REG-06: Regisztráció adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 12:06:26 GMT 2021","Tue Aug 24 12:06:30 GMT 2021","4005","","CalendarPageTest","","CalendarPageTest","LogoutTest","LOGOUT-01: Kijelentkezés kattintással",""
"passed","Tue Aug 24 12:07:10 GMT 2021","Tue Aug 24 12:07:16 GMT 2021","5814","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"passed","Tue Aug 24 12:07:59 GMT 2021","Tue Aug 24 12:08:26 GMT 2021","27054","","ReportsPageTest","","ReportsPageTest","CountReportsTest","LIST-01: Többoldalas lista bejárása",""
"passed","Tue Aug 24 12:06:00 GMT 2021","Tue Aug 24 12:06:03 GMT 2021","3515","","LoginPageTest","","LoginPageTest","LoginTest","LOGIN-01: Normál bejelentkezés",""
"passed","Tue Aug 24 12:05:37 GMT 2021","Tue Aug 24 12:05:44 GMT 2021","7286","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Tue Aug 24 12:06:30 GMT 2021","Tue Aug 24 12:06:33 GMT 2021","3345","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
"passed","Tue Aug 24 12:08:43 GMT 2021","Tue Aug 24 12:08:50 GMT 2021","6771","","ProfilePageTest","","ProfilePageTest","AddIntroductionTest","DATA-01: Új adat bevitele a bemutatkozás mezőbe",""
"broken","Tue Aug 24 12:08:32 GMT 2021","Tue Aug 24 12:08:37 GMT 2021","4902","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"passed","Tue Aug 24 12:06:42 GMT 2021","Tue Aug 24 12:07:05 GMT 2021","23006","","RegisterPageTest","","RegisterPageTest","RegisterHappyPathTest","REG-01: Normál regisztráció",""
"skipped","Tue Aug 24 12:06:42 GMT 2021","Tue Aug 24 12:06:42 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingTermsAndConditionsTest","T&C-01: Általános felhasználási feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 12:08:37 GMT 2021","Tue Aug 24 12:08:43 GMT 2021","5939","","ProfilePageTest","","ProfilePageTest","DeleteIntroductionTest","DATA-03: Meglévő adat törlése",""
"passed","Tue Aug 24 12:06:07 GMT 2021","Tue Aug 24 12:06:18 GMT 2021","10946","","CalendarPageTest","","CalendarPageTest","LogoutWhenLoggingOutOnDifferentTabTest","LOGOUT-03: Kijelentkezés másik fülön való kijelentkezés után",""
