"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 12:31:22 GMT 2021","Tue Aug 24 12:31:24 GMT 2021","2241","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidEmailTest","REG-02: Regisztráció invalid email-címmel",""
"passed","Tue Aug 24 12:31:15 GMT 2021","Tue Aug 24 12:31:18 GMT 2021","3598","","RegisterPageTest","","RegisterPageTest","RegisterWithMismatchedPasswordTest","REG-04: Regisztráció nem egyező jelszavakkal",""
"passed","Tue Aug 24 12:30:16 GMT 2021","Tue Aug 24 12:30:20 GMT 2021","3321","","LoginPageTest","","LoginPageTest","LoginWithUnregisteredEmailTest","LOGIN-03: Bejelentkezés nem regisztrált email-címmel",""
"passed","Tue Aug 24 12:30:44 GMT 2021","Tue Aug 24 12:30:49 GMT 2021","4809","","TrainersPageTest","","TrainersPageTest","SearchForTrainersTest","SEARCH-01: Adatok listázása kereséssel",""
"passed","Tue Aug 24 12:30:49 GMT 2021","Tue Aug 24 12:30:52 GMT 2021","2561","","RegisterPageTest","","RegisterPageTest","RegisterAlreadyExistingUserTest","REG-08: Regisztráció már létező felhasználóval",""
"passed","Tue Aug 24 12:30:11 GMT 2021","Tue Aug 24 12:30:14 GMT 2021","3411","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
"passed","Tue Aug 24 12:31:24 GMT 2021","Tue Aug 24 12:31:27 GMT 2021","2939","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsTest","REG-07: Regisztráció ÁSZF elfogadása nélkül",""
"passed","Tue Aug 24 12:32:28 GMT 2021","Tue Aug 24 12:32:32 GMT 2021","3872","","ProfilePageTest","","ProfilePageTest","DeleteIntroductionTest","DATA-03: Meglévő adat törlése",""
"passed","Tue Aug 24 12:31:33 GMT 2021","Tue Aug 24 12:31:55 GMT 2021","21820","","RegisterPageTest","","RegisterPageTest","AcceptCookiesTest","T&C-03: Cookie-k elfogadása",""
"passed","Tue Aug 24 12:30:40 GMT 2021","Tue Aug 24 12:30:42 GMT 2021","2546","","CalendarPageTest","","CalendarPageTest","LogoutTest","LOGOUT-01: Kijelentkezés kattintással",""
"passed","Tue Aug 24 12:32:24 GMT 2021","Tue Aug 24 12:32:28 GMT 2021","4609","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"passed","Tue Aug 24 12:30:04 GMT 2021","Tue Aug 24 12:30:09 GMT 2021","5047","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Tue Aug 24 12:32:20 GMT 2021","Tue Aug 24 12:32:24 GMT 2021","4017","","ProfilePageTest","","ProfilePageTest","ModifyIntroductionTest","DATA-02: Meglévő adat módosítása",""
"passed","Tue Aug 24 12:30:22 GMT 2021","Tue Aug 24 12:30:25 GMT 2021","2585","","LoginPageTest","","LoginPageTest","LoginWithIncorrectPasswordTest","LOGIN-07: Bejelentkezés helytelen jelszóval",""
"passed","Tue Aug 24 12:32:32 GMT 2021","Tue Aug 24 12:32:36 GMT 2021","4048","","ProfilePageTest","","ProfilePageTest","AddIntroductionTest","DATA-01: Új adat bevitele a bemutatkozás mezőbe",""
"passed","Tue Aug 24 12:31:18 GMT 2021","Tue Aug 24 12:31:22 GMT 2021","3406","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"passed","Tue Aug 24 12:30:09 GMT 2021","Tue Aug 24 12:30:11 GMT 2021","1931","","LoginPageTest","","LoginPageTest","EmptyLoginTest","LOGIN-02: Bejelentkezés üres mezőkkel",""
"passed","Tue Aug 24 12:30:20 GMT 2021","Tue Aug 24 12:30:22 GMT 2021","2542","","LoginPageTest","","LoginPageTest","LoginTest","LOGIN-01: Normál bejelentkezés",""
"skipped","Tue Aug 24 12:30:52 GMT 2021","Tue Aug 24 12:30:52 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingTermsAndConditionsTest","T&C-01: Általános felhasználási feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 12:30:42 GMT 2021","Tue Aug 24 12:30:44 GMT 2021","2168","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
"passed","Tue Aug 24 12:30:32 GMT 2021","Tue Aug 24 12:30:40 GMT 2021","7276","","CalendarPageTest","","CalendarPageTest","LogoutWithDuplicateLoginTest","LOGOUT-02: Kijelentkezés második felhasználó bejelentkezése esetén",""
"passed","Tue Aug 24 12:30:14 GMT 2021","Tue Aug 24 12:30:16 GMT 2021","2270","","LoginPageTest","","LoginPageTest","LoginWithoutUsernameTest","LOGIN-05: Bejelentkezés felhasználónév megadása nélkül",""
"passed","Tue Aug 24 12:30:52 GMT 2021","Tue Aug 24 12:31:15 GMT 2021","22956","","RegisterPageTest","","RegisterPageTest","RegisterHappyPathTest","REG-01: Normál regisztráció",""
"passed","Tue Aug 24 12:31:30 GMT 2021","Tue Aug 24 12:31:33 GMT 2021","2897","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingPrivacyPolicyTest","REG-06: Regisztráció adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 12:30:25 GMT 2021","Tue Aug 24 12:30:32 GMT 2021","7609","","CalendarPageTest","","CalendarPageTest","LogoutWhenLoggingOutOnDifferentTabTest","LOGOUT-03: Kijelentkezés másik fülön való kijelentkezés után",""
"passed","Tue Aug 24 12:31:27 GMT 2021","Tue Aug 24 12:31:30 GMT 2021","2805","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsAndPrivacyPolicyTest","REG-05: Regisztráció ÁSZF és adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 12:31:55 GMT 2021","Tue Aug 24 12:32:20 GMT 2021","25128","","ReportsPageTest","","ReportsPageTest","CountReportsTest","LIST-01: Többoldalas lista bejárása",""
"skipped","Tue Aug 24 12:31:22 GMT 2021","Tue Aug 24 12:31:22 GMT 2021","1","","RegisterPageTest","","RegisterPageTest","CheckingPrivacyPolicyTest","T&C-02: Adatvédelmi feltételek meglétének ellenőrzése",""
