"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 12:19:08 GMT 2021","Tue Aug 24 12:19:10 GMT 2021","2380","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
"passed","Tue Aug 24 12:19:48 GMT 2021","Tue Aug 24 12:19:51 GMT 2021","2791","","RegisterPageTest","","RegisterPageTest","RegisterAlreadyExistingUserTest","REG-08: Regisztráció már létező felhasználóval",""
"passed","Tue Aug 24 12:20:56 GMT 2021","Tue Aug 24 12:21:22 GMT 2021","25588","","ReportsPageTest","","ReportsPageTest","CountReportsTest","LIST-01: Többoldalas lista bejárása",""
"passed","Tue Aug 24 12:19:20 GMT 2021","Tue Aug 24 12:19:22 GMT 2021","2800","","LoginPageTest","","LoginPageTest","LoginWithIncorrectPasswordTest","LOGIN-07: Bejelentkezés helytelen jelszóval",""
"skipped","Tue Aug 24 12:20:21 GMT 2021","Tue Aug 24 12:20:21 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingPrivacyPolicyTest","T&C-02: Adatvédelmi feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 12:19:41 GMT 2021","Tue Aug 24 12:19:43 GMT 2021","2190","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
"passed","Tue Aug 24 12:18:58 GMT 2021","Tue Aug 24 12:19:05 GMT 2021","7182","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Tue Aug 24 12:20:18 GMT 2021","Tue Aug 24 12:20:21 GMT 2021","3384","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"passed","Tue Aug 24 12:19:38 GMT 2021","Tue Aug 24 12:19:41 GMT 2021","2901","","CalendarPageTest","","CalendarPageTest","LogoutTest","LOGOUT-01: Kijelentkezés kattintással",""
"passed","Tue Aug 24 12:20:21 GMT 2021","Tue Aug 24 12:20:24 GMT 2021","2426","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidEmailTest","REG-02: Regisztráció invalid email-címmel",""
"broken","Tue Aug 24 12:21:26 GMT 2021","Tue Aug 24 12:21:29 GMT 2021","3216","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"skipped","Tue Aug 24 12:19:51 GMT 2021","Tue Aug 24 12:19:51 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingTermsAndConditionsTest","T&C-01: Általános felhasználási feltételek meglétének ellenőrzése",""
