"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 24 11:44:00 GMT 2021","Tue Aug 24 11:44:03 GMT 2021","2780","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsTest","REG-07: Regisztráció ÁSZF elfogadása nélkül",""
"passed","Tue Aug 24 11:45:02 GMT 2021","Tue Aug 24 11:45:05 GMT 2021","3615","","ProfilePageTest","","ProfilePageTest","DeleteIntroductionTest","DATA-03: Meglévő adat törlése",""
"passed","Tue Aug 24 11:44:03 GMT 2021","Tue Aug 24 11:44:05 GMT 2021","2910","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingTermsAndConditionsAndPrivacyPolicyTest","REG-05: Regisztráció ÁSZF és adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 11:44:05 GMT 2021","Tue Aug 24 11:44:08 GMT 2021","2852","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingPrivacyPolicyTest","REG-06: Regisztráció adatvédelmi feltételek elfogadása nélkül",""
"passed","Tue Aug 24 11:43:51 GMT 2021","Tue Aug 24 11:43:55 GMT 2021","3478","","RegisterPageTest","","RegisterPageTest","RegisterWithMismatchedPasswordTest","REG-04: Regisztráció nem egyező jelszavakkal",""
"passed","Tue Aug 24 11:43:22 GMT 2021","Tue Aug 24 11:43:51 GMT 2021","28978","","RegisterPageTest","","RegisterPageTest","RegisterHappyPathTest","REG-01: Normál regisztráció",""
"skipped","Tue Aug 24 11:43:58 GMT 2021","Tue Aug 24 11:43:58 GMT 2021","0","","RegisterPageTest","","RegisterPageTest","CheckingPrivacyPolicyTest","T&C-02: Adatvédelmi feltételek meglétének ellenőrzése",""
"passed","Tue Aug 24 11:45:05 GMT 2021","Tue Aug 24 11:45:09 GMT 2021","3745","","ProfilePageTest","","ProfilePageTest","AddIntroductionTest","DATA-01: Új adat bevitele a bemutatkozás mezőbe",""
"passed","Tue Aug 24 11:42:52 GMT 2021","Tue Aug 24 11:42:55 GMT 2021","3470","","LoginPageTest","","LoginPageTest","LoginWithUnregisteredEmailTest","LOGIN-03: Bejelentkezés nem regisztrált email-címmel",""
"passed","Tue Aug 24 11:43:14 GMT 2021","Tue Aug 24 11:43:16 GMT 2021","1959","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
"passed","Tue Aug 24 11:43:05 GMT 2021","Tue Aug 24 11:43:11 GMT 2021","6088","","CalendarPageTest","","CalendarPageTest","LogoutWithDuplicateLoginTest","LOGOUT-02: Kijelentkezés második felhasználó bejelentkezése esetén",""
"passed","Tue Aug 24 11:43:20 GMT 2021","Tue Aug 24 11:43:22 GMT 2021","2400","","RegisterPageTest","","RegisterPageTest","RegisterAlreadyExistingUserTest","REG-08: Regisztráció már létező felhasználóval",""
"passed","Tue Aug 24 11:44:30 GMT 2021","Tue Aug 24 11:44:55 GMT 2021","24774","","ReportsPageTest","","ReportsPageTest","CountReportsTest","LIST-01: Többoldalas lista bejárása",""
