"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 23 08:50:01 GMT 2021","Mon Aug 23 08:50:05 GMT 2021","3432","","LoginPageTest","","LoginPageTest","LoginWithoutPasswordTest","LOGIN-06: Bejelentkezés jelszó megadása nélkül",""
"passed","Mon Aug 23 08:49:58 GMT 2021","Mon Aug 23 08:50:01 GMT 2021","3156","","LoginPageTest","","LoginPageTest","EmptyLoginTest","LOGIN-02: Bejelentkezés üres mezőkkel",""
"passed","Mon Aug 23 08:49:48 GMT 2021","Mon Aug 23 08:49:58 GMT 2021","10131","","LoginPageTest","","LoginPageTest","LoginWithUnconfirmedEmailTest","LOGIN-04: Bejelentkezés regisztrált, de nem megerősített email-címmel",""
"passed","Mon Aug 23 08:51:36 GMT 2021","Mon Aug 23 08:51:40 GMT 2021","4602","","RegisterPageTest","","RegisterPageTest","RegisterWithoutAcceptingPrivacyPolicyTest","REG-06: Regisztráció adatvédelmi feltételek elfogadása nélkül",""
"passed","Mon Aug 23 08:50:22 GMT 2021","Mon Aug 23 08:50:30 GMT 2021","7511","","CalendarPageTest","","CalendarPageTest","LogoutWhenLoggingOutOnDifferentTabTest","LOGOUT-03: Kijelentkezés másik fülön való kijelentkezés után",""
"passed","Mon Aug 23 08:50:05 GMT 2021","Mon Aug 23 08:50:08 GMT 2021","3331","","LoginPageTest","","LoginPageTest","LoginWithoutUsernameTest","LOGIN-05: Bejelentkezés felhasználónév megadása nélkül",""
"passed","Mon Aug 23 08:50:50 GMT 2021","Mon Aug 23 08:51:13 GMT 2021","23069","","RegisterPageTest","","RegisterPageTest","RegisterHappyPathTest","REG-01: Normál regisztráció",""
"passed","Mon Aug 23 08:51:13 GMT 2021","Mon Aug 23 08:51:18 GMT 2021","4828","","RegisterPageTest","","RegisterPageTest","RegisterWithMismatchedPasswordTest","REG-04: Regisztráció nem egyező jelszavakkal",""
"passed","Mon Aug 23 08:52:40 GMT 2021","Mon Aug 23 08:52:46 GMT 2021","5605","","ProfilePageTest","","ProfilePageTest","DeleteIntroductionTest","DATA-03: Meglévő adat törlése",""
"passed","Mon Aug 23 08:51:18 GMT 2021","Mon Aug 23 08:51:22 GMT 2021","4562","","RegisterPageTest","","RegisterPageTest","RegisterWithInvalidPasswordTest","REG-03: Regisztráció érvénytelen jelszóval",""
"passed","Mon Aug 23 08:52:46 GMT 2021","Mon Aug 23 08:52:51 GMT 2021","5293","","ProfilePageTest","","ProfilePageTest","AddIntroductionTest","DATA-01: Új adat bevitele a bemutatkozás mezőbe",""
"broken","Mon Aug 23 08:52:36 GMT 2021","Mon Aug 23 08:52:40 GMT 2021","4030","","ProfilePageTest","","ProfilePageTest","AddCompanyDataTest","DATA-04: Adatok sorozatos feltöltése külső fájlból",""
"passed","Mon Aug 23 08:50:46 GMT 2021","Mon Aug 23 08:50:50 GMT 2021","3776","","RegisterPageTest","","RegisterPageTest","RegisterAlreadyExistingUserTest","REG-08: Regisztráció már létező felhasználóval",""
"passed","Mon Aug 23 08:51:40 GMT 2021","Mon Aug 23 08:52:03 GMT 2021","22986","","RegisterPageTest","","RegisterPageTest","AcceptCookiesTest","T&C-03: Cookie-k elfogadása",""
"passed","Mon Aug 23 08:50:18 GMT 2021","Mon Aug 23 08:50:22 GMT 2021","3709","","LoginPageTest","","LoginPageTest","LoginWithIncorrectPasswordTest","LOGIN-07: Bejelentkezés helytelen jelszóval",""
"passed","Mon Aug 23 08:50:39 GMT 2021","Mon Aug 23 08:50:42 GMT 2021","3003","","TrainersPageTest","","TrainersPageTest","SaveTrainersToFileTest","SEARCH-02: Edzők neveinek mentése txt fájlba",""
